법정동명,법정동코드,폐지여부,상위명칭1
전라북도 옥구군 회현면 증석리,4582032028,폐지,전라북도 옥구군 회현면
전라북도 옥구군 회현면 학당리,4582032026,폐지,전라북도 옥구군 회현면
전라북도 완주군,4571000000,존재,전라북도
전라북도 완주군 경천면,4571041000,존재,전라북도 완주군
전라북도 완주군 경천면 가천리,4571041022,존재,전라북도 완주군 경천면
전라북도 완주군 경천면 경천리,4571041023,존재,전라북도 완주군 경천면
전라북도 완주군 경천면 용복리,4571041021,존재,전라북도 완주군 경천면
전라북도 완주군 고산면,4571036000,존재,전라북도 완주군
전라북도 완주군 고산면 남봉리,4571036025,존재,전라북도 완주군 고산면
전라북도 완주군 고산면 삼기리,4571036030,존재,전라북도 완주군 고산면
전라북도 완주군 고산면 서봉리,4571036022,존재,전라북도 완주군 고산면
전라북도 완주군 고산면 성재리,4571036028,존재,전라북도 완주군 고산면
전라북도 완주군 고산면 소향리,4571036031,존재,전라북도 완주군 고산면
전라북도 완주군 고산면 양야리,4571036027,존재,전라북도 완주군 고산면
전라북도 완주군 고산면 어우리,4571036024,존재,전라북도 완주군 고산면
전라북도 완주군 고산면 오산리,4571036029,존재,전라북도 완주군 고산면
전라북도 완주군 고산면 율곡리,4571036023,존재,전라북도 완주군 고산면
전라북도 완주군 고산면 읍내리,4571036021,존재,전라북도 완주군 고산면
전라북도 완주군 고산면 화정리,4571036026,존재,전라북도 완주군 고산면
전라북도 완주군 구이면,4571035000,존재,전라북도 완주군
전라북도 완주군 구이면 계곡리,4571035027,존재,전라북도 완주군 구이면
전라북도 완주군 구이면 광곡리,4571035022,존재,전라북도 완주군 구이면
전라북도 완주군 구이면 덕천리,4571035023,존재,전라북도 완주군 구이면
전라북도 완주군 구이면 두현리,4571035024,존재,전라북도 완주군 구이면
전라북도 완주군 구이면 백여리,4571035028,존재,전라북도 완주군 구이면
전라북도 완주군 구이면 석구리,4571035030,폐지,전라북도 완주군 구이면
전라북도 완주군 구이면 안덕리,4571035029,존재,전라북도 완주군 구이면
전라북도 완주군 구이면 용복리,4571035033,폐지,전라북도 완주군 구이면
전라북도 완주군 구이면 원기리,4571035025,존재,전라북도 완주군 구이면
전라북도 완주군 구이면 원당리,4571035031,폐지,전라북도 완주군 구이면
전라북도 완주군 구이면 중인리,4571035032,폐지,전라북도 완주군 구이면
전라북도 완주군 구이면 평촌리,4571035021,존재,전라북도 완주군 구이면
전라북도 완주군 구이면 항가리,4571035026,존재,전라북도 완주군 구이면
전라북도 완주군 동상면,4571040000,존재,전라북도 완주군
전라북도 완주군 동상면 대아리,4571040024,존재,전라북도 완주군 동상면
전라북도 완주군 동상면 사봉리,4571040022,존재,전라북도 완주군 동상면
전라북도 완주군 동상면 수만리,4571040023,존재,전라북도 완주군 동상면
전라북도 완주군 동상면 신월리,4571040021,존재,전라북도 완주군 동상면
전라북도 완주군 봉동면,4571003000,폐지,전라북도 완주군
전라북도 완주군 봉동면 고천리,4571003012,폐지,전라북도 완주군 봉동면
전라북도 완주군 봉동면 구만리,4571003014,폐지,전라북도 완주군 봉동면
전라북도 완주군 봉동면 구미리,4571003011,폐지,전라북도 완주군 봉동면
전라북도 완주군 봉동면 구암리,4571003004,폐지,전라북도 완주군 봉동면
전라북도 완주군 봉동면 구와리,4571003015,폐지,전라북도 완주군 봉동면
전라북도 완주군 봉동면 낙평리,4571003009,폐지,전라북도 완주군 봉동면
전라북도 완주군 봉동면 둔산리,4571003005,폐지,전라북도 완주군 봉동면
전라북도 완주군 봉동면 성덕리,4571003010,폐지,전라북도 완주군 봉동면
전라북도 완주군 봉동면 신성리,4571003013,폐지,전라북도 완주군 봉동면
전라북도 완주군 봉동면 용암리,4571003006,폐지,전라북도 완주군 봉동면
전라북도 완주군 봉동면 율소리,4571003008,폐지,전라북도 완주군 봉동면
전라북도 완주군 봉동면 은하리,4571003007,폐지,전라북도 완주군 봉동면
전라북도 완주군 봉동면 장구리,4571003003,폐지,전라북도 완주군 봉동면
전라북도 완주군 봉동면 장기리,4571003001,폐지,전라북도 완주군 봉동면
전라북도 완주군 봉동면 제내리,4571003002,폐지,전라북도 완주군 봉동면
전라북도 완주군 봉동읍,4571025300,존재,전라북도 완주군
전라북도 완주군 봉동읍 고천리,4571025332,존재,전라북도 완주군 봉동읍
전라북도 완주군 봉동읍 구만리,4571025334,존재,전라북도 완주군 봉동읍
전라북도 완주군 봉동읍 구미리,4571025331,존재,전라북도 완주군 봉동읍
전라북도 완주군 봉동읍 구암리,4571025323,존재,전라북도 완주군 봉동읍
전라북도 완주군 봉동읍 구와리,4571025301,폐지,전라북도 완주군 봉동읍
전라북도 완주군 봉동읍 낙평리,4571025329,존재,전라북도 완주군 봉동읍
전라북도 완주군 봉동읍 둔산리,4571025324,존재,전라북도 완주군 봉동읍
전라북도 완주군 봉동읍 성덕리,4571025330,존재,전라북도 완주군 봉동읍
전라북도 완주군 봉동읍 신성리,4571025333,존재,전라북도 완주군 봉동읍
전라북도 완주군 봉동읍 용암리,4571025325,존재,전라북도 완주군 봉동읍
전라북도 완주군 봉동읍 율소리,4571025327,존재,전라북도 완주군 봉동읍
전라북도 완주군 봉동읍 은하리,4571025326,존재,전라북도 완주군 봉동읍
전라북도 완주군 봉동읍 장구리,4571025322,존재,전라북도 완주군 봉동읍
전라북도 완주군 봉동읍 장기리,4571025328,존재,전라북도 완주군 봉동읍
전라북도 완주군 봉동읍 제내리,4571025321,존재,전라북도 완주군 봉동읍
전라북도 완주군 비봉면,4571037000,존재,전라북도 완주군
전라북도 완주군 비봉면 내월리,4571037023,존재,전라북도 완주군 비봉면
전라북도 완주군 비봉면 대치리,4571037024,존재,전라북도 완주군 비봉면
전라북도 완주군 비봉면 백도리,4571037025,존재,전라북도 완주군 비봉면
전라북도 완주군 비봉면 봉산리,4571037021,존재,전라북도 완주군 비봉면
전라북도 완주군 비봉면 소농리,4571037022,존재,전라북도 완주군 비봉면
전라북도 완주군 비봉면 수선리,4571037027,존재,전라북도 완주군 비봉면
전라북도 완주군 비봉면 이전리,4571037026,존재,전라북도 완주군 비봉면
전라북도 완주군 삼례읍,4571025000,존재,전라북도 완주군
전라북도 완주군 삼례읍 구와리,4571025027,존재,전라북도 완주군 삼례읍
전라북도 완주군 삼례읍 삼례리,4571025021,존재,전라북도 완주군 삼례읍
전라북도 완주군 삼례읍 석전리,4571025026,존재,전라북도 완주군 삼례읍
전라북도 완주군 삼례읍 수계리,4571025029,존재,전라북도 완주군 삼례읍
전라북도 완주군 삼례읍 신금리,4571025025,존재,전라북도 완주군 삼례읍
전라북도 완주군 삼례읍 신탁리,4571025028,존재,전라북도 완주군 삼례읍
전라북도 완주군 삼례읍 어전리,4571025023,존재,전라북도 완주군 삼례읍
전라북도 완주군 삼례읍 하리,4571025030,존재,전라북도 완주군 삼례읍
전라북도 완주군 삼례읍 해전리,4571025024,존재,전라북도 완주군 삼례읍
전라북도 완주군 삼례읍 후정리,4571025022,존재,전라북도 완주군 삼례읍
전라북도 완주군 상관면,4571032000,존재,전라북도 완주군
전라북도 완주군 상관면 대성리,4571032001,폐지,전라북도 완주군 상관면
전라북도 완주군 상관면 마치리,4571032025,존재,전라북도 완주군 상관면
전라북도 완주군 상관면 색장리,4571032002,폐지,전라북도 완주군 상관면
전라북도 완주군 상관면 신리,4571032021,존재,전라북도 완주군 상관면
전라북도 완주군 상관면 용암리,4571032023,존재,전라북도 완주군 상관면
전라북도 완주군 상관면 의암리,4571032024,존재,전라북도 완주군 상관면
전라북도 완주군 상관면 죽림리,4571032022,존재,전라북도 완주군 상관면
전라북도 완주군 소양면,4571034000,존재,전라북도 완주군
전라북도 완주군 소양면 대흥리,4571034025,존재,전라북도 완주군 소양면
전라북도 완주군 소양면 명덕리,4571034022,존재,전라북도 완주군 소양면
전라북도 완주군 소양면 신교리,4571034021,존재,전라북도 완주군 소양면
전라북도 완주군 소양면 신원리,4571034028,존재,전라북도 완주군 소양면
전라북도 완주군 소양면 신촌리,4571034029,존재,전라북도 완주군 소양면
전라북도 완주군 소양면 죽절리,4571034023,존재,전라북도 완주군 소양면
전라북도 완주군 소양면 해월리,4571034026,존재,전라북도 완주군 소양면
전라북도 완주군 소양면 화심리,4571034027,존재,전라북도 완주군 소양면
전라북도 완주군 소양면 황운리,4571034024,존재,전라북도 완주군 소양면
전라북도 완주군 용진면,4571031000,폐지,전라북도 완주군
전라북도 완주군 용진면 간중리,4571031027,폐지,전라북도 완주군 용진면
전라북도 완주군 용진면 구억리,4571031024,폐지,전라북도 완주군 용진면
전라북도 완주군 용진면 금상리,4571031022,폐지,전라북도 완주군 용진면
전라북도 완주군 용진면 산정리,4571031023,폐지,전라북도 완주군 용진면
전라북도 완주군 용진면 상삼리,4571031021,폐지,전라북도 완주군 용진면
전라북도 완주군 용진면 상운리,4571031025,폐지,전라북도 완주군 용진면
전라북도 완주군 용진면 신지리,4571031029,폐지,전라북도 완주군 용진면
전라북도 완주군 용진면 용흥리,4571031026,폐지,전라북도 완주군 용진면
전라북도 완주군 용진면 운곡리,4571031028,폐지,전라북도 완주군 용진면
전라북도 완주군 용진읍,4571025600,존재,전라북도 완주군
전라북도 완주군 용진읍 간중리,4571025625,존재,전라북도 완주군 용진읍
전라북도 완주군 용진읍 구억리,4571025622,존재,전라북도 완주군 용진읍
전라북도 완주군 용진읍 상삼리,4571025621,존재,전라북도 완주군 용진읍
전라북도 완주군 용진읍 상운리,4571025623,존재,전라북도 완주군 용진읍
전라북도 완주군 용진읍 신지리,4571025627,존재,전라북도 완주군 용진읍
전라북도 완주군 용진읍 용흥리,4571025624,존재,전라북도 완주군 용진읍
전라북도 완주군 용진읍 운곡리,4571025626,존재,전라북도 완주군 용진읍
전라북도 완주군 운주면,4571038000,존재,전라북도 완주군
전라북도 완주군 운주면 가천리,4571038029,폐지,전라북도 완주군 운주면
전라북도 완주군 운주면 경천리,4571038025,폐지,전라북도 완주군 운주면
전라북도 완주군 운주면 고당리,4571038027,존재,전라북도 완주군 운주면
전라북도 완주군 운주면 구제리,4571038026,존재,전라북도 완주군 운주면
전라북도 완주군 운주면 금당리,4571038028,존재,전라북도 완주군 운주면
전라북도 완주군 운주면 산북리,4571038023,존재,전라북도 완주군 운주면
전라북도 완주군 운주면 완창리,4571038022,존재,전라북도 완주군 운주면
전라북도 완주군 운주면 용복리,4571038024,폐지,전라북도 완주군 운주면
전라북도 완주군 운주면 장선리,4571038021,존재,전라북도 완주군 운주면
전라북도 완주군 이서면,4571033000,존재,전라북도 완주군
전라북도 완주군 이서면 갈산리,4571033024,존재,전라북도 완주군 이서면
전라북도 완주군 이서면 금계리,4571033032,존재,전라북도 완주군 이서면
전라북도 완주군 이서면 금평리,4571033023,존재,전라북도 완주군 이서면
전라북도 완주군 이서면 남계리,4571033030,존재,전라북도 완주군 이서면
전라북도 완주군 이서면 반교리,4571033031,존재,전라북도 완주군 이서면
전라북도 완주군 이서면 상개리,4571033026,존재,전라북도 완주군 이서면
전라북도 완주군 이서면 상림리,4571033021,폐지,전라북도 완주군 이서면
전라북도 완주군 이서면 용서리,4571033027,존재,전라북도 완주군 이서면
전라북도 완주군 이서면 원동리,4571033001,폐지,전라북도 완주군 이서면
전라북도 완주군 이서면 은교리,4571033028,존재,전라북도 완주군 이서면
전라북도 완주군 이서면 이문리,4571033029,존재,전라북도 완주군 이서면
전라북도 완주군 이서면 이성리,4571033025,존재,전라북도 완주군 이서면
전라북도 완주군 이서면 중리,4571033022,폐지,전라북도 완주군 이서면
전라북도 완주군 조촌면,4571003500,폐지,전라북도 완주군
전라북도 완주군 조촌면 고랑리,4571003509,폐지,전라북도 완주군 조촌면
전라북도 완주군 조촌면 동산리,4571003508,폐지,전라북도 완주군 조촌면
전라북도 완주군 조촌면 만성리,4571003506,폐지,전라북도 완주군 조촌면
전라북도 완주군 조촌면 반월리,4571003501,폐지,전라북도 완주군 조촌면
전라북도 완주군 조촌면 성덕리,4571003502,폐지,전라북도 완주군 조촌면
전라북도 완주군 조촌면 여의리,4571003507,폐지,전라북도 완주군 조촌면
전라북도 완주군 조촌면 용정리,4571003503,폐지,전라북도 완주군 조촌면
전라북도 완주군 조촌면 원동리,4571003510,폐지,전라북도 완주군 조촌면
전라북도 완주군 조촌면 장동리,4571003505,폐지,전라북도 완주군 조촌면
전라북도 완주군 조촌면 화전리,4571003504,폐지,전라북도 완주군 조촌면
전라북도 완주군 조촌읍,4571001000,폐지,전라북도 완주군
전라북도 완주군 조촌읍 고랑리,4571001009,폐지,전라북도 완주군 조촌읍
전라북도 완주군 조촌읍 동산리,4571001008,폐지,전라북도 완주군 조촌읍
전라북도 완주군 조촌읍 만성리,4571001006,폐지,전라북도 완주군 조촌읍
전라북도 완주군 조촌읍 반월리,4571001001,폐지,전라북도 완주군 조촌읍
전라북도 완주군 조촌읍 성덕리,4571001002,폐지,전라북도 완주군 조촌읍
전라북도 완주군 조촌읍 여의리,4571001007,폐지,전라북도 완주군 조촌읍
전라북도 완주군 조촌읍 용정리,4571001003,폐지,전라북도 완주군 조촌읍
전라북도 완주군 조촌읍 원동리,4571001010,폐지,전라북도 완주군 조촌읍
전라북도 완주군 조촌읍 장동리,4571001005,폐지,전라북도 완주군 조촌읍
전라북도 완주군 조촌읍 화전리,4571001004,폐지,전라북도 완주군 조촌읍
전라북도 완주군 화산면,4571039000,존재,전라북도 완주군
전라북도 완주군 화산면 성북리,4571039030,존재,전라북도 완주군 화산면
전라북도 완주군 화산면 승치리,4571039029,존재,전라북도 완주군 화산면
전라북도 완주군 화산면 와룡리,4571039027,존재,전라북도 완주군 화산면
전라북도 완주군 화산면 우월리,4571039025,존재,전라북도 완주군 화산면
전라북도 완주군 화산면 운곡리,4571039024,존재,전라북도 완주군 화산면
전라북도 완주군 화산면 운산리,4571039026,존재,전라북도 완주군 화산면
전라북도 완주군 화산면 운제리,4571039031,존재,전라북도 완주군 화산면
전라북도 완주군 화산면 종리,4571039028,존재,전라북도 완주군 화산면
전라북도 완주군 화산면 춘산리,4571039023,존재,전라북도 완주군 화산면
전라북도 완주군 화산면 화월리,4571039022,존재,전라북도 완주군 화산면
전라북도 완주군 화산면 화평리,4571039021,존재,전라북도 완주군 화산면
전라북도 이리시,4515000000,폐지,전라북도
전라북도 이리시 갈산동,4515010400,폐지,전라북도 이리시
전라북도 이리시 계문동,4515090100,폐지,전라북도 이리시
전라북도 이리시 금강동,4515012100,폐지,전라북도 이리시
전라북도 이리시 남중1가동,4515010900,폐지,전라북도 이리시
전라북도 이리시 남중2가동,4515011000,폐지,전라북도 이리시
전라북도 이리시 남중동,4515000800,폐지,전라북도 이리시
전라북도 이리시 덕기동,4515012400,폐지,전라북도 이리시
전라북도 이리시 동산동,4515010700,폐지,전라북도 이리시
전라북도 이리시 마동,4515010800,폐지,전라북도 이리시
전라북도 이리시 만석동,4515011400,폐지,전라북도 이리시
전라북도 이리시 모현동,4515011100,폐지,전라북도 이리시
전라북도 이리시 모현동1가,4515000900,폐지,전라북도 이리시
전라북도 이리시 모현동2가,4515001000,폐지,전라북도 이리시
전라북도 이리시 목천동,4515011300,폐지,전라북도 이리시
전라북도 이리시 부송동,4515013000,폐지,전라북도 이리시
전라북도 이리시 북일동,4515090200,폐지,전라북도 이리시
전라북도 이리시 삼성동,4515090300,폐지,전라북도 이리시
전라북도 이리시 석암동,4515013200,폐지,전라북도 이리시
전라북도 이리시 석왕동,4515012500,폐지,전라북도 이리시
전라북도 이리시 석탄동,4515012200,폐지,전라북도 이리시
전라북도 이리시 송학동,4515011200,폐지,전라북도 이리시
전라북도 이리시 신동,4515011700,폐지,전라북도 이리시
전라북도 이리시 신용동,4515011600,폐지,전라북도 이리시
전라북도 이리시 신흥동,4515012000,폐지,전라북도 이리시
전라북도 이리시 어양동,4515011900,폐지,전라북도 이리시
전라북도 이리시 영등동,4515011800,폐지,전라북도 이리시
전라북도 이리시 용제동,4515013100,폐지,전라북도 이리시
전라북도 이리시 월성동,4515012900,폐지,전라북도 이리시
전라북도 이리시 은기동,4515012600,폐지,전라북도 이리시
전라북도 이리시 인화동,4515010600,폐지,전라북도 이리시
전라북도 이리시 인화동1가,4515000600,폐지,전라북도 이리시
전라북도 이리시 인화동2가,4515000700,폐지,전라북도 이리시
전라북도 이리시 임상동,4515012800,폐지,전라북도 이리시
전라북도 이리시 정족동,4515012700,폐지,전라북도 이리시
전라북도 이리시 주현동,4515010500,폐지,전라북도 이리시
전라북도 이리시 중앙동,4515010200,폐지,전라북도 이리시
전라북도 이리시 중앙동1가,4515000300,폐지,전라북도 이리시
전라북도 이리시 중앙동2가,4515000400,폐지,전라북도 이리시
전라북도 이리시 중앙동3가,4515000500,폐지,전라북도 이리시
전라북도 이리시 창인동,4515010100,폐지,전라북도 이리시
전라북도 이리시 창인동1가,4515000100,폐지,전라북도 이리시
전라북도 이리시 창인동2가,4515000200,폐지,전라북도 이리시
전라북도 이리시 팔봉동,4515012300,폐지,전라북도 이리시
전라북도 이리시 평화동,4515010300,폐지,전라북도 이리시
전라북도 이리시 현영동,4515011500,폐지,전라북도 이리시
전라북도 익산군,4583000000,폐지,전라북도
전라북도 익산군 금마면,4583040000,폐지,전라북도 익산군
전라북도 익산군 금마면 갈산리,4583040027,폐지,전라북도 익산군 금마면
전라북도 익산군 금마면 기양리,4583040026,폐지,전라북도 익산군 금마면
전라북도 익산군 금마면 동고도리,4583040021,폐지,전라북도 익산군 금마면
전라북도 익산군 금마면 산북리,4583040024,폐지,전라북도 익산군 금마면
전라북도 익산군 금마면 서고도리,4583040022,폐지,전라북도 익산군 금마면
전라북도 익산군 금마면 신용리,4583040023,폐지,전라북도 익산군 금마면
전라북도 익산군 금마면 용순리,4583040025,폐지,전라북도 익산군 금마면
전라북도 익산군 낭산면,4583037000,폐지,전라북도 익산군
전라북도 익산군 낭산면 구평리,4583037026,폐지,전라북도 익산군 낭산면
전라북도 익산군 낭산면 낭산리,4583037024,폐지,전라북도 익산군 낭산면
전라북도 익산군 낭산면 삼담리,4583037021,폐지,전라북도 익산군 낭산면
전라북도 익산군 낭산면 석천리,4583037023,폐지,전라북도 익산군 낭산면
전라북도 익산군 낭산면 성남리,4583037025,폐지,전라북도 익산군 낭산면
전라북도 익산군 낭산면 용기리,4583037027,폐지,전라북도 익산군 낭산면
전라북도 익산군 낭산면 호암리,4583037022,폐지,전라북도 익산군 낭산면
전라북도 익산군 망성면,4583038000,폐지,전라북도 익산군
전라북도 익산군 망성면 내촌리,4583038025,폐지,전라북도 익산군 망성면
전라북도 익산군 망성면 무형리,4583038026,폐지,전라북도 익산군 망성면
전라북도 익산군 망성면 신작리,4583038021,폐지,전라북도 익산군 망성면
전라북도 익산군 망성면 어량리,4583038024,폐지,전라북도 익산군 망성면
전라북도 익산군 망성면 장선리,4583038023,폐지,전라북도 익산군 망성면
전라북도 익산군 망성면 화산리,4583038022,폐지,전라북도 익산군 망성면
전라북도 익산군 북일면,4583004000,폐지,전라북도 익산군
전라북도 익산군 북일면 금강리,4583004008,폐지,전라북도 익산군 북일면
전라북도 익산군 북일면 만석리,4583004002,폐지,전라북도 익산군 북일면
전라북도 익산군 북일면 신리,4583004001,폐지,전라북도 익산군 북일면
전라북도 익산군 북일면 신용리,4583004004,폐지,전라북도 익산군 북일면
전라북도 익산군 북일면 신흥리,4583004007,폐지,전라북도 익산군 북일면
전라북도 익산군 북일면 어양리,4583004006,폐지,전라북도 익산군 북일면
전라북도 익산군 북일면 영등리,4583004005,폐지,전라북도 익산군 북일면
전라북도 익산군 북일면 현영리,4583004003,폐지,전라북도 익산군 북일면
전라북도 익산군 삼기면,4583043000,폐지,전라북도 익산군
전라북도 익산군 삼기면 간촌리,4583043021,폐지,전라북도 익산군 삼기면
전라북도 익산군 삼기면 기산리,4583043025,폐지,전라북도 익산군 삼기면
전라북도 익산군 삼기면 서두리,4583043022,폐지,전라북도 익산군 삼기면
전라북도 익산군 삼기면 연동리,4583043024,폐지,전라북도 익산군 삼기면
전라북도 익산군 삼기면 오룡리,4583043023,폐지,전라북도 익산군 삼기면
전라북도 익산군 삼기면 용연리,4583043026,폐지,전라북도 익산군 삼기면
전라북도 익산군 성당면,4583035000,폐지,전라북도 익산군
전라북도 익산군 성당면 갈산리,4583035024,폐지,전라북도 익산군 성당면
전라북도 익산군 성당면 대선리,4583035023,폐지,전라북도 익산군 성당면
전라북도 익산군 성당면 두동리,4583035025,폐지,전라북도 익산군 성당면
전라북도 익산군 성당면 부곡리,4583035027,폐지,전라북도 익산군 성당면
전라북도 익산군 성당면 성당리,4583035026,폐지,전라북도 익산군 성당면
전라북도 익산군 성당면 와초리,4583035022,폐지,전라북도 익산군 성당면
전라북도 익산군 성당면 장선리,4583035021,폐지,전라북도 익산군 성당면
전라북도 익산군 여산면,4583039000,폐지,전라북도 익산군
전라북도 익산군 여산면 두여리,4583039026,폐지,전라북도 익산군 여산면
전라북도 익산군 여산면 여산리,4583039021,폐지,전라북도 익산군 여산면
전라북도 익산군 여산면 원수리,4583039023,폐지,전라북도 익산군 여산면
전라북도 익산군 여산면 제남리,4583039022,폐지,전라북도 익산군 여산면
전라북도 익산군 여산면 태성리,4583039025,폐지,전라북도 익산군 여산면
전라북도 익산군 여산면 호산리,4583039024,폐지,전라북도 익산군 여산면
전라북도 익산군 오산면,4583031000,폐지,전라북도 익산군
전라북도 익산군 오산면 남전리,4583031026,폐지,전라북도 익산군 오산면
전라북도 익산군 오산면 목천리,4583031027,폐지,전라북도 익산군 오산면
전라북도 익산군 오산면 송학리,4583031021,폐지,전라북도 익산군 오산면
전라북도 익산군 오산면 신지리,4583031025,폐지,전라북도 익산군 오산면
전라북도 익산군 오산면 영만리,4583031023,폐지,전라북도 익산군 오산면
전라북도 익산군 오산면 오산리,4583031024,폐지,전라북도 익산군 오산면
전라북도 익산군 오산면 장신리,4583031022,폐지,전라북도 익산군 오산면
전라북도 익산군 왕궁면,4583041000,폐지,전라북도 익산군
전라북도 익산군 왕궁면 광암리,4583041021,폐지,전라북도 익산군 왕궁면
전라북도 익산군 왕궁면 구덕리,4583041023,폐지,전라북도 익산군 왕궁면
전라북도 익산군 왕궁면 도순리,4583041029,폐지,전라북도 익산군 왕궁면
전라북도 익산군 왕궁면 동봉리,4583041031,폐지,전라북도 익산군 왕궁면
전라북도 익산군 왕궁면 동용리,4583041032,폐지,전라북도 익산군 왕궁면
전라북도 익산군 왕궁면 동촌리,4583041028,폐지,전라북도 익산군 왕궁면
전라북도 익산군 왕궁면 발산리,4583041026,폐지,전라북도 익산군 왕궁면
전라북도 익산군 왕궁면 쌍제리,4583041025,폐지,전라북도 익산군 왕궁면
전라북도 익산군 왕궁면 온수리,4583041024,폐지,전라북도 익산군 왕궁면
전라북도 익산군 왕궁면 왕궁리,4583041033,폐지,전라북도 익산군 왕궁면
전라북도 익산군 왕궁면 용화리,4583041030,폐지,전라북도 익산군 왕궁면
전라북도 익산군 왕궁면 평장리,4583041027,폐지,전라북도 익산군 왕궁면
전라북도 익산군 왕궁면 흥암리,4583041022,폐지,전라북도 익산군 왕궁면
전라북도 익산군 용동면,4583044000,폐지,전라북도 익산군
전라북도 익산군 용동면 구산리,4583044022,폐지,전라북도 익산군 용동면
전라북도 익산군 용동면 대조리,4583044024,폐지,전라북도 익산군 용동면
전라북도 익산군 용동면 용성리,4583044023,폐지,전라북도 익산군 용동면
전라북도 익산군 용동면 화배리,4583044026,폐지,전라북도 익산군 용동면
전라북도 익산군 용동면 화실리,4583044025,폐지,전라북도 익산군 용동면
전라북도 익산군 용동면 흥왕리,4583044021,폐지,전라북도 익산군 용동면
전라북도 익산군 용안면,4583036000,폐지,전라북도 익산군
전라북도 익산군 용안면 교동리,4583036021,폐지,전라북도 익산군 용안면
전라북도 익산군 용안면 구산리,4583036002,폐지,전라북도 익산군 용안면
전라북도 익산군 용안면 난포리,4583036028,폐지,전라북도 익산군 용안면
전라북도 익산군 용안면 대조리,4583036004,폐지,전라북도 익산군 용안면
전라북도 익산군 용안면 덕용리,4583036022,폐지,전라북도 익산군 용안면
전라북도 익산군 용안면 동지산리,4583036030,폐지,전라북도 익산군 용안면
전라북도 익산군 용안면 법성리,4583036026,폐지,전라북도 익산군 용안면
전라북도 익산군 용안면 석동리,4583036027,폐지,전라북도 익산군 용안면
전라북도 익산군 용안면 송산리,4583036029,폐지,전라북도 익산군 용안면
전라북도 익산군 용안면 용두리,4583036025,폐지,전라북도 익산군 용안면
전라북도 익산군 용안면 용성리,4583036003,폐지,전라북도 익산군 용안면
전라북도 익산군 용안면 중신리,4583036023,폐지,전라북도 익산군 용안면
전라북도 익산군 용안면 창리,4583036024,폐지,전라북도 익산군 용안면
전라북도 익산군 용안면 칠목리,4583036031,폐지,전라북도 익산군 용안면
전라북도 익산군 용안면 화배리,4583036006,폐지,전라북도 익산군 용안면
전라북도 익산군 용안면 화실리,4583036005,폐지,전라북도 익산군 용안면
전라북도 익산군 용안면 흥왕리,4583036001,폐지,전라북도 익산군 용안면
전라북도 익산군 웅포면,4583034000,폐지,전라북도 익산군
전라북도 익산군 웅포면 고창리,4583034024,폐지,전라북도 익산군 웅포면
전라북도 익산군 웅포면 대붕암리,4583034027,폐지,전라북도 익산군 웅포면
전라북도 익산군 웅포면 맹산리,4583034025,폐지,전라북도 익산군 웅포면
전라북도 익산군 웅포면 송천리,4583034023,폐지,전라북도 익산군 웅포면
전라북도 익산군 웅포면 웅포리,4583034022,폐지,전라북도 익산군 웅포면
전라북도 익산군 웅포면 입점리,4583034021,폐지,전라북도 익산군 웅포면
전라북도 익산군 웅포면 제성리,4583034026,폐지,전라북도 익산군 웅포면
전라북도 익산군 춘포면,4583042000,폐지,전라북도 익산군
전라북도 익산군 춘포면 대장촌리,4583042021,폐지,전라북도 익산군 춘포면
전라북도 익산군 춘포면 덕실리,4583042022,폐지,전라북도 익산군 춘포면
전라북도 익산군 춘포면 삼포리,4583042023,폐지,전라북도 익산군 춘포면
전라북도 익산군 춘포면 석탄리,4583042001,폐지,전라북도 익산군 춘포면
전라북도 익산군 춘포면 신동리,4583042025,폐지,전라북도 익산군 춘포면
전라북도 익산군 춘포면 쌍정리,4583042029,폐지,전라북도 익산군 춘포면
전라북도 익산군 춘포면 오산리,4583042024,폐지,전라북도 익산군 춘포면
전라북도 익산군 춘포면 용연리,4583042031,폐지,전라북도 익산군 춘포면
전라북도 익산군 춘포면 인수리,4583042030,폐지,전라북도 익산군 춘포면
전라북도 익산군 춘포면 창평리,4583042026,폐지,전라북도 익산군 춘포면
전라북도 익산군 춘포면 천동리,4583042028,폐지,전라북도 익산군 춘포면
전라북도 익산군 춘포면 천서리,4583042027,폐지,전라북도 익산군 춘포면
전라북도 익산군 팔봉면,4583003500,폐지,전라북도 익산군
전라북도 익산군 팔봉면 덕기리,4583003502,폐지,전라북도 익산군 팔봉면
전라북도 익산군 팔봉면 부송리,4583003509,폐지,전라북도 익산군 팔봉면
전라북도 익산군 팔봉면 석암리,4583003510,폐지,전라북도 익산군 팔봉면
전라북도 익산군 팔봉면 석왕리,4583003503,폐지,전라북도 익산군 팔봉면
전라북도 익산군 팔봉면 용제리,4583003508,폐지,전라북도 익산군 팔봉면
전라북도 익산군 팔봉면 월성리,4583003507,폐지,전라북도 익산군 팔봉면
전라북도 익산군 팔봉면 은기리,4583003504,폐지,전라북도 익산군 팔봉면
전라북도 익산군 팔봉면 임상리,4583003506,폐지,전라북도 익산군 팔봉면
전라북도 익산군 팔봉면 정족리,4583003505,폐지,전라북도 익산군 팔봉면
전라북도 익산군 팔봉면 팔봉리,4583003501,폐지,전라북도 익산군 팔봉면
전라북도 익산군 함라면,4583033000,폐지,전라북도 익산군
전라북도 익산군 함라면 금성리,4583033022,폐지,전라북도 익산군 함라면
